3.274105655,-0.191479575,-0.135342849,0.532240286,4.23913023,-0.413360965,-0.142680801,-0.113584641,183.0255
-0.600534021,0.088978613,0.589599557,-0.310820904,-0.849910209,-0.620866284,-0.51910161,-0.53178591,9.581
-0.384414997,0.995576009,0.347952088,2.128834044,-0.257810007,-1.45088756,-1.324223897,-1.256964706,3.815
0.084740648,-0.256702409,-1.06475619,-0.862914073,0.200174156,-0.551697844,-0.174049202,0.019883849,80.671
0.887468453,-0.276269259,0.533834756,1.303181197,0.890282232,0.554997191,-0.393628007,-0.017932223,200.849
-0.522034862,-0.915453035,-0.098166315,1.153966827,-0.52972659,-0.966708482,-0.404084141,-0.758682343,19.9025
1.195531123,0.754251522,-0.005224981,2.564042623,0.598837764,-1.035876922,-1.146469626,-1.038966172,38.238
-0.515006067,-0.556727447,0.62677609,0.032372147,-0.37792492,-1.312550681,-0.905978553,-1.19912836,10.044001
-0.509312962,-0.641517131,0.62677609,-0.790793794,-0.519409972,1.108344708,1.321177902,1.521404362,56.542
0.780087734,-0.406714928,-2.272993533,0.350696136,1.109878822,0.970007829,1.498932173,1.443547743,203.101
4.087431393,-1.189388939,-0.098166315,-0.251135156,2.101747984,0.139986553,-0.477277076,-0.322685275,880.582
-0.221351332,-0.589338864,-0.30263725,1.119150141,-0.191488889,-1.312550681,-0.66548748,-1.105700417,15.280001
-0.266852379,2.345688679,0.050539819,-0.169067253,0.036213615,-0.897540043,-0.330891205,-0.487296413,8.17
-0.579491429,-1.208955789,0.589599557,-0.882809322,-0.926547945,0.900839389,-0.215873736,-0.071319619,29.912
-0.563069011,1.276034197,0.51524649,-0.885296229,-0.915125975,-0.759203163,-0.184505335,-0.52733696,12.978
1.539504148,-0.452370912,-0.600049519,-0.368019746,2.064902918,0.416660311,0.421950413,0.458105392,222.987
-0.571652462,-1.091554688,0.62677609,-1.138960658,-0.811591341,0.69333407,-0.560926144,-0.809845264,10.74
-0.652844898,-0.198001858,0.62677609,-1.447337022,-1.16014566,-0.344192525,-0.100856266,0.171148138,5.9845
-0.381327582,0.493360185,-0.30263725,-0.591841301,-0.618154747,0.347491872,-0.100856266,-0.360501348,52.036
-0.347103263,-0.295836109,0.51524649,-0.360559028,-0.204384662,0.831670949,-0.487733209,0.055475447,82.964
-0.063696116,0.088978613,0.422305155,0.482502163,0.068637273,1.039176269,-0.92689082,-0.037952497,87.59
-0.479073816,-0.33496981,-0.674402587,0.383025916,-0.43392942,0.831670949,1.049318429,1.503608564,71.791
-0.239853923,-0.289313826,0.366540355,-0.522207928,-0.013158773,-0.205855646,-0.184505335,-0.631887277,43.264
-0.573097634,-0.504549179,0.608187824,-0.723647328,-0.775114726,1.523355346,0.81928349,1.48358829,41.904
-0.424573284,-0.250180125,0.62677609,-0.93006054,-0.250809445,0.139986553,0.118722539,0.082169145,29.921
-0.494291923,-0.008855639,-2.161463932,0.042319771,-0.535990251,0.001649673,2.617738467,2.440112469,45.54
0.348134341,-0.145823591,0.533834756,-0.778359264,0.121694167,1.177513148,1.906721383,1.499159614,312.78198
-0.611679369,-0.191479575,0.552423023,1.676217122,-1.001711878,-1.105045362,-0.749136549,-1.212475209,3.299
0.446427988,0.421615068,0.552423023,-0.606762738,1.160356562,0.485828751,-0.466820942,-0.431684542,97.8385
-0.567951943,-0.217568708,0.589599557,-0.174041065,-0.856542321,0.62416563,0.746090554,0.753960544,62.850502
0.125577728,-0.400192644,-3.295348208,0.405408071,0.155591627,0.970007829,2.262229925,2.008564351,97.957
1.786387836,-0.276269259,0.385128622,-0.350611403,0.933022508,0.554997191,-0.623662946,-0.498418787,350.319
-0.070155601,-1.091554688,0.440893422,1.350432414,0.273127386,-0.482529405,-0.728224282,-1.034517222,53.9395
-0.621970751,-0.79152965,0.589599557,0.077136458,-1.08719243,-0.275024086,0.787915089,1.038693323,12.9939995
0.496242657,0.780340656,0.496658223,-0.335689966,0.658895221,-0.482529405,-0.686399748,-0.745335494,57.193
-0.572265565,0.552060736,0.62677609,-0.937521258,-0.719110226,-0.067518767,1.51984444,1.118774417,37.518
-0.511283652,-0.06755619,0.51524649,-0.360559028,-0.323762674,-0.205855646,0.097810272,0.14445444,39.278
-0.426281215,-1.22852264,0.292187288,-0.390401902,-0.544096166,1.523355346,1.92763365,1.510281988,63.798
-0.511480721,2.939216471,-0.674402587,-0.527181741,-0.423612802,-1.035876922,-0.613206812,-0.760906818,0.992
-0.186710978,-0.100167607,0.552423023,-0.634118706,-0.457141811,0.070818113,0.15009094,0.14890339,81.2715
-0.515772446,-0.54368288,-0.042401515,-0.049695757,-0.576519823,1.523355346,2.74321207,2.549111736,101.718506
-0.445834841,0.493360185,0.62677609,-0.614223457,-0.189278185,-0.136687206,0.495143348,0.596022831,32.443
-0.522407103,-0.589338864,0.180657687,-0.646553237,-0.561781797,1.177513148,-0.487733209,0.073271245,30.72
-0.587461776,0.591194437,0.62677609,-0.915139103,-0.793905709,-0.067518767,0.160547073,0.255678182,5.916
0.372811761,1.197766796,0.552423023,3.155926291,0.676949303,-1.035876922,-0.728224282,-0.934415855,14.8245
-0.319075669,0.571627586,-0.65581432,1.293233573,-0.157222978,-1.035876922,-1.156925759,-1.025619323,4.946
-0.604650574,0.812952073,0.57101129,3.625951556,-0.956392448,-1.58922444,-1.219662561,-1.212475209,1.9195
0.012503904,1.347779314,-0.637226053,3.223072757,0.322131323,-1.243382241,-1.251030961,-1.20357731,8.005
-0.501473994,-0.680650832,0.440893422,-0.012392164,-0.571361514,-1.58922444,-1.083732824,-1.250291281,11.943
3.344919122,0.043322629,0.255010754,-0.303360186,3.334583874,0.62416563,-0.174049202,-0.180318886,556.402
0.131446006,-0.634994848,0.496658223,-0.024826695,0.262073866,0.831670949,-0.205417602,0.197841836,141.8645
-0.195929428,0.447704201,-0.023813248,0.291010388,-0.2817593,-0.759203163,-0.268154404,-0.658580975,49.925
-0.197024256,1.713027186,0.180657687,-0.330716154,-0.094217917,-0.966708482,-0.477277076,-0.636336227,15.2275
-0.46619864,-0.139301307,0.440893422,0.221377015,-0.584257287,-1.105045362,-0.811873351,-1.023394848,13.571
0.249468452,-0.804574217,0.087716353,0.932632179,0.770535769,-1.312550681,-0.885066286,-1.167985712,37.42
-0.608964196,0.219424281,0.143481153,2.899774956,-1.012028497,-1.243382241,-1.313767763,-1.230271008,1.014
-0.485642783,3.030528439,0.57101129,0.940092897,-0.745638674,-1.312550681,-0.968715355,-1.096802518,1.0239999
-0.61689075,-1.26765634,0.533834756,-0.843018824,-0.914757524,-1.312550681,-1.031452156,-1.107924892,11.0105
-0.555646078,-0.56324973,0.459481689,-0.198910127,-0.812328242,0.69333407,0.275564543,0.889653509,55.2905
-0.06093715,-0.491504612,0.496658223,0.718758248,-0.133642137,0.209154992,-0.341347339,-0.19144126,80.132
0.258533626,-0.974153586,-2.254405266,-0.126789848,0.561255798,0.69333407,-0.393628007,0.124434166,143.5525
-0.548135559,1.602148368,0.459481689,-0.402836432,-0.821907959,-1.105045362,-0.675943614,-0.718641796,8.0285
-0.189141495,-0.935019885,-0.990403123,-0.78084617,0.080427694,0.278323432,0.223283875,0.126658641,93.647
-0.632546789,1.863039705,0.62677609,-1.131499939,-1.112615525,-0.897540043,-0.205417602,-0.594071205,1.1935
-0.282530314,0.793385223,0.124892886,1.646374248,-0.403348016,-0.759203163,-0.320435072,-0.714192846,26.832
0.296567947,-0.882841618,-5.61888156,-0.557024615,0.368187655,2.353376623,2.460896463,2.473479591,130.02
-0.154260279,2.208720727,0.236422487,-0.658987768,-0.104902986,-1.174213802,-0.613206812,-0.945538229,3.545
